1,-19.2816926,146.824064,0.46594296,0.0481185789,10.0299997,0.0875304816,0.927639299,1.98785297
2,-19.2816935,146.824072,-0.947326594,0.992579422,10.1099997,0.0882286304,0.927319781,1.98626499
3,-19.2817011,146.824082,-2.21087407,2.0532689,20.5200005,0.179075331,0.958922463,2.24128197
4,-19.2816969,146.824063,-2.42132107,3.99149838,21.1999989,0.185009587,0.9588047,2.23991596
5,-19.2816995,146.824082,-3.11604999,1.08115745,21.1299992,0.184398709,0.9274405,1.98687765
6,-19.281696,146.824076,-1.49366772,2.35040124,21.1999989,0.185009587,0.958144224,2.2367836
7,-19.2816929,146.824063,-0.760127712,0.543692927,21.3999996,0.186754967,0.950779271,2.16915239
8,-19.2817082,146.824074,-4.17241432,3.19803832,21.3099995,0.185969548,0.93286756,2.02713082
9,-19.281688,146.824099,0.816246737,4.93149573,31.0900002,0.271318321,0.958556029,2.23953287
10,-19.2816925,146.824087,-3.50590038,3.07424404,30.9099998,0.269747482,0.941608726,2.09452725
11,-19.2816886,146.824091,-4.17236727,3.41644578,40.8699989,0.356667077,0.946455238,2.13408991
12,-19.2816955,146.824117,-6.14568561,2.01569584,51.7700005,0.45178995,0.958884377,2.24086928
13,-19.2816984,146.824137,5.48488372,4.01166308,51.5599976,0.449957282,0.959474143,2.24996477
14,-19.2816945,146.824117,-5.94173886,4.36124805,51.0599976,0.445593848,0.95996057,2.24888109
